date,anomaly_model_name,anomaly_score,anomaly_direction,anomaly_interpretation,anomaly_above_reference_quantile,top_contributing_feature,environmental_regime,regime_PC1,regime_PC2,climate_sar_change_robust_raw,climate_sar_change_robust_percentile,climate_sar_change_isolation_raw,climate_sar_change_isolation_percentile,climate_sar_change_pca_raw,climate_sar_change_pca_percentile
2025-11-01,climate_sar_change,0.6132075471698114,above_reference,unusual environmental state,False,precip_7d_adjusted,1,-0.2881949153378962,4.436847039128523,1.9730381668997627,0.7641509433962265,-0.043792275867317876,0.7452830188679245,0.03453727433687826,0.330188679245283
2025-12-01,climate_sar_change,0.4748427672955975,above_reference,unusual environmental state,False,VH_change_adjusted,1,-0.3289689654388652,-2.591056967592232,1.3413494572540496,0.5,-0.06569970835585309,0.5849056603773585,0.03480315519940181,0.33962264150943394
2026-01-01,climate_sar_change,0.09433962264150943,above_reference,unusual environmental state,False,temp_anomaly,1,0.21419455777669874,-0.8046752950896686,0.694716525966025,0.1509433962264151,-0.12804896958096662,0.08490566037735849,0.005683426997602689,0.04716981132075472
2026-02-01,climate_sar_change,0.18867924528301885,above_reference,unusual environmental state,False,VV_change_adjusted,1,-0.18941479964862903,-1.6778967738875306,0.7238631220754067,0.1792452830188679,-0.12020902783034892,0.1792452830188679,0.021521070437458916,0.20754716981132076
2026-03-01,climate_sar_change,0.6446540880503145,below_reference,unusual environmental state,False,VH_change_adjusted,1,1.3043078447045775,4.3847602590737225,3.4145341721530853,0.9528301886792453,0.09090026100711857,0.9811320754716981,0.00039963289457510233,0.0
2026-04-01,climate_sar_change,0.5723270440251572,above_reference,unusual environmental state,False,precip_7d_adjusted,1,-0.419688325580455,0.35169304499072335,1.7759794495212577,0.6886792452830188,-0.024311733036148975,0.8301886792452831,0.01809141246342326,0.19811320754716982
2026-05-01,climate_sar_change,0.5849056603773585,below_reference,unusual environmental state,False,PDD_adjusted,1,-4.309055739089895,-0.08883642234324288,1.9614531272281488,0.7547169811320755,-0.04956224169676693,0.6886792452830188,0.03374682378575646,0.3113207547169811
2026-06-01,climate_sar_change,0.7295597484276729,below_reference,unusual environmental state,False,PDD_adjusted,1,-6.194937473130002,-3.709107027783218,3.041146981609525,0.9056603773584906,0.01682439134452851,0.8867924528301887,0.05400946159674717,0.39622641509433965
2026-07-01,climate_sar_change,0.42767295597484273,above_reference,unusual environmental state,False,PDD_adjusted,0,3.311697960067036,-0.1626796042635086,1.6634695547425629,0.6415094339622641,-0.10094977072542122,0.37735849056603776,0.03168530027805272,0.2641509433962264
2026-08-01,climate_sar_change,,,unusual environmental state,,,,,,,,,,,
