date,temp_mean,temp_max,temp_min,temp_anomaly,precip_1d_max,precip_3d_max,precip_7d_max,precip_30d_max,precip_month,precip_anomaly,PDD,freeze_thaw_cycles,snowfall_mm_we,snow_depth_m,solar_radiation_mj_m2,runoff_mm,snow_fraction,snow_fraction_anomaly,snow_fraction_change,NDSI,NDSI_anomaly,NDSI_change,snow_area_proxy_km2,VV,VH,VV_change,VH_change,VV_anomaly,VH_anomaly,angle_deg,temp_change,PDD_change,antecedent_precipitation_index,environmental_transition_magnitude,sentinel2_scene_count,sentinel2_valid_area_fraction,sentinel2_observation_count,sentinel1_scene_count,sentinel1_valid_area_fraction,sentinel1_observation_count,climate_missing_data_flag,sentinel2_missing_data_flag,sentinel1_missing_data_flag,available_feature_count,missing_data_flag,climate_expected_observation_count,climate_period_completeness,climate_is_complete_period,climate_quality_status,climate_quality_reason,sentinel1_expected_observation_count,sentinel1_period_completeness,sentinel1_is_complete_period,sentinel1_quality_status,sentinel1_quality_reason
2018-12-01,-8.37558252435435,0.217303159688265,-21.087057355522333,-1.6368721934319976,6.331930385469456,10.89761122611913,14.978318428676886,37.40950760766488,33.853612786784296,-0.0398686700393983,0.0,1.0,27.734411892171146,2.944934115561721,455.0786593722731,23.407270687512327,0.3913424403058668,-0.10808454609301232,0.0020327615108962638,0.2354730885442352,-0.11927741011613707,-0.013021850050583789,2.0391572138923166,-6.95256526016303,-12.189522632840674,0.3951950652912375,0.7180549481798639,0.3947550227155583,0.8862170888219545,39.90924358812728,-4.690578996575196,0.0,1112.0678148523523,0.5858736932547343,7.0,0.998432084708628,4.084874193573102,3,0.9542497586472484,3.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2019-01-01,-12.565635245807533,-3.9486643373085126,-24.13252775768087,-2.805824315032316,18.181423631925476,32.77776058900543,59.27381470545149,93.5796823057406,93.60608478296544,1.1400181494812918,0.0,0.0,89.65139542716142,3.1652579827608966,473.45418311752286,13.080169852458615,0.5558275255633707,-0.024943949688250755,0.16448508525750388,0.3969935578907372,-0.008520616473204845,0.161520469346502,2.8962350915648223,-7.019152057188303,-12.33330985610776,-0.0665867970252733,-0.1437872232670844,0.2103413843412687,0.4490466437848397,39.90918240911466,-4.190052721453183,0.0,1038.863727407465,1.0454514845261798,9.0,0.998432084708628,5.622457867918111,3,0.9542497586472484,3.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2019-02-01,-10.387434324951805,-3.201611592281354,-21.49476801142734,-1.0937831080778757,52.19270681212125,75.5839620724104,78.48589517356827,164.2463411188809,154.32391028615868,2.487051094872545,0.0,0.0,144.52216716156846,3.775859696876027,491.3151927825475,8.038133650200205,0.9871975363172985,0.3123145128828425,0.4313700107539278,0.7318446223066779,0.24097544872188154,0.3348510644159407,5.143962858065621,-8.038222736948637,-13.359709051047869,-1.0190706797603335,-1.026399194940108,-0.3655269288879275,0.007432855660839621,39.91178420982961,2.178200920855728,0.0,1037.3580785825038,2.307100006921392,7.0,0.998432084708628,4.068666792952606,2,0.9542497586472484,2.0,False,False,False,7,False,28,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2019-03-01,-7.619907383806415,0.3964367259144591,-17.57667547302459,-1.134591260565584,10.128257042458996,35.62931135202119,57.29679388186112,164.77080450964058,54.51147066361332,-0.3539945583512649,0.0,1.0,42.87910960577979,3.961647427362691,746.1355228090544,11.03654360158774,0.9506132514032088,0.2316410510623199,-0.036584284914089604,0.7594737085159582,0.21411595149265095,0.027629086209280285,4.953334138013304,-8.196380280820357,-14.206392155790764,-0.1581575438717202,-0.8466831047428975,0.28908798329050356,0.45145026954833156,39.91347151577215,2.76752694114539,0.0,936.2658374587415,0.4655532351041266,11.0,0.998432084708628,4.872829262196826,3,0.9542497586472484,3.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2019-04-01,-2.6795361913856337,5.747347178449124,-13.286469626913238,0.26169649737522,10.169478280814438,17.466422880829203,23.656364360529743,69.13657035516347,64.76245776214468,-0.1329832590598864,3.059732630240076,18.0,22.186068700001243,3.619548004243454,811.7579148571429,103.66563419277276,0.7329383570939001,0.09080015201738634,-0.21767489430930875,0.602470298620373,0.12411283407947632,-0.15700340989558514,3.322943191998529,-10.660410091334944,-18.21672394514969,-2.464029810514587,-4.010331789358927,-1.1987478743923052,-1.9303230607755566,39.91505481084496,4.9403711924207805,3.059732630240076,860.588419602075,2.494098925800582,11.0,0.8687208275264099,5.374101497120174,2,0.9542497586472484,2.0,False,False,False,7,False,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2019-05-01,0.7363219191696981,6.114049419964163,-6.392266886507744,-0.5212893191648862,14.915447916229656,20.205977908025798,25.60043434334573,70.53789602788514,71.2642195391216,-1.2385489658862352,25.384540108294896,31.0,32.21307178260595,3.1015551911886403,852.261534989444,116.41785265441348,0.5669148383063946,-0.03277948535023478,-0.16602351878750554,0.4250649458605821,-0.025820285961065614,-0.17740535275979097,2.95400744496699,-10.07392322346424,-17.585250665338013,0.586486867870704,0.6314732798116793,-0.27308987072928836,-0.5163360256295313,39.909458022553856,3.415858110555332,22.32480747805482,802.7643762008854,1.0902397442485297,11.0,0.998432084708628,6.043457952196802,3,0.9542497586472484,3.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2019-06-01,5.119317052064042,10.760449114590804,-1.7784260759883606,-0.433587296904995,14.92816433153213,33.15292214565224,68.26522267010354,184.0369417960665,182.483001531971,-1.3335979164702756,153.57951156192124,8.0,25.8362967105429,2.9409187151647656,709.4071610415201,107.36004058153677,0.5212789066915982,-0.05979425682411066,-0.0456359316147964,0.3850154041575199,-0.06196279878555844,-0.040049541703062186,2.638804577455646,-10.096695015370305,-18.550629916892056,-0.022771791906063,-0.9653792515540438,0.202923598666791,0.28859446786479026,39.90867031046065,4.382995132894344,128.19497145362635,864.8327213027236,1.9991940154456234,9.0,0.9699779111770932,4.482490303060131,2,0.9542497586472484,2.0,False,False,False,7,False,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2019-07-01,6.956162960733773,11.619842514263608,0.613506573241523,-0.2312884500832435,64.77568933109266,149.04262500684428,251.18003219069192,543.213070681189,552.6601013193081,0.9407427729397848,215.64105178274696,0.0,57.58071628010542,2.914433678619964,517.1132107621394,425.370270883131,0.5362093569075351,0.007700899159900132,0.014930450215936975,0.3724380855885397,-0.017078134853542704,-0.0125773185689802,1.4569723122073892,-9.977360356068806,-18.92629560467625,0.1193346593014972,-0.3756656877841919,0.019864682389075128,0.044651902430523194,39.909755562098,1.8368459086697317,62.06154022082572,1287.767914426623,0.9583890096124086,8.0,0.5206449710594069,1.5015143731184366,3,0.9542497586472484,3.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2019-08-01,7.4244801094571695,11.711177631031894,2.382193704023928,0.4667603850661631,19.592373856429457,48.23716507672884,117.3852393213826,566.3246456148864,355.03234808662285,-0.8849187880080054,230.15888339317223,0.0,10.798185994949542,2.900903502189904,555.1105088684026,311.3773255690901,0.585327302487959,0.11134340654711244,0.049117945580423816,0.4442163107931816,0.1001113362345446,0.07177822520464189,1.5159863452696554,-9.843973260423184,-18.69867596876461,0.1333870956456202,0.2276196359116369,-0.02114800744357659,0.12694411850965892,39.91729599888063,0.46831714872339614,14.517831610425276,1449.6350753492525,0.48097381072893697,11.0,0.4962737164377662,2.0303390762901694,2,0.9542497586472484,2.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2019-09-01,5.153962824370571,11.62722905673755,-3.086063869833336,0.1238252453114978,42.30908838314904,78.16006154527386,137.32815258916133,431.63171653430095,416.5308457247994,2.6148585241415256,154.6188847311171,4.0,99.7483917622762,2.941420022879617,445.5995085532636,337.848665097035,0.6285550667768143,0.17475119035771258,0.04322776428885533,0.5047214345336932,0.173745684491732,0.060505123740511646,2.637204083992395,-9.929094870033545,-18.676233866437183,-0.0851216096103595,0.0224421023274281,0.014160394267122456,-0.12424820524999092,39.912785107307634,-2.2705172850865987,-75.53999866205513,1648.720659771664,1.209889414929992,8.0,0.8039428469395509,1.7614056271019651,3,0.9542497586472484,3.0,False,False,False,7,False,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2019-10-01,0.6304234998528204,6.2889543097091565,-5.121097222689902,0.6208467044496299,5.030338842583402,24.070491117839044,85.63722805282535,398.9243856078413,36.31154270357321,-0.7485171612704818,24.389174937285244,31.0,16.60887084712578,2.9175899706780744,576.3385287562154,115.52800475124909,0.5077028222700956,0.020691141918510403,-0.12085224450671872,0.3834359557057971,0.03537129188174165,-0.12128547882789614,2.645473033122581,-8.850432473175777,-16.23381639572338,1.0786623968577675,2.442417470713803,0.09917734230016073,-0.004628311327209644,39.91048708897048,-4.523539324517751,-130.22970979383186,1437.7241035094876,2.3739869015473767,11.0,0.998432084708628,3.375268192507327,2,0.9542497586472484,2.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2019-11-01,-1.8378195211040576,6.16239540588682,-10.123319105326814,2.158104714782369,2.533777202734416,5.728570719683712,12.13069405155813,33.913969222828165,16.84112082180154,-0.7227405241574212,1.6130379454228598,26.0,9.475618018850652,2.9049091303019505,479.5590784912034,42.14150265886866,0.4660525988018228,-0.006654210191469612,-0.04165022346827274,0.3318826963698056,0.0037291161879365875,-0.051553259335991475,2.428447367367611,-7.658012539037729,-13.83973770881973,1.192419934138048,2.3940786869036508,0.16750113224549246,0.08282469738343146,39.91206059650872,-2.468243020956878,-22.776136991862383,1238.906608804866,1.2640228079037028,11.0,0.998432084708628,6.6630630259327335,3,0.9542497586472484,3.0,False,False,False,7,False,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2019-12-01,-9.196101678541964,0.8572168917995093,-22.07135079992562,-2.4573913476196108,31.53999896008636,41.48744863968706,47.50787827961253,57.59896287952099,52.6307842029825,0.6297871778752167,0.0,4.0,47.26442215960266,3.063818447219292,461.5180959704434,23.793054310726838,0.5419866505909645,0.0425596641920854,0.0759340517891417,0.4384757106987291,0.08372521203835681,0.10659301432892349,2.82411482772504,-7.115066133145707,-12.927628298531232,0.5429464058920228,0.9121094102884976,0.2322541497328814,0.1481114231313967,39.9084485683899,-7.358282157437907,-1.6130379454228598,1105.7014016871187,1.045940411273039,10.0,0.998432084708628,8.3303228138199,2,0.9542497586472484,2.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2020-01-01,-11.880870946903602,-2.6340036562678453,-22.33883852653313,-2.121060016128385,51.019591193767646,89.10077900289379,91.75618951553233,141.9842937535947,142.3713213740905,2.4505711466413773,0.0,0.0,129.3250465769528,3.584106438384717,472.4557074187192,14.460714354345615,0.9365403199676976,0.35576884471607617,0.3945536693767331,0.687109324671891,0.28159515030794896,0.24863361397316192,4.880004703988961,-7.117771279124693,-12.695325423697074,-0.0027051459789868,0.2323028748341578,0.11172216240487831,0.08703107619552597,39.91016345856151,-2.684769268361638,0.0,1082.2175128081415,1.8395357395120848,8.0,0.998432084708628,6.213885588633823,3,0.9542497586472484,3.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9542497586472484,True,GOOD,VV/VH and ROI coverage pass requirements
2020-02-01,-9.513404544451785,0.7668693064636845,-19.06043749063639,-0.2467849655764523,8.562021331788614,10.861592807321305,15.955854980340046,139.16556839734452,32.59177135936857,-0.9867608114984062,0.0,1.0,21.522202777409536,3.712979043947627,562.3365838479943,10.96763590286518,0.7589421982071657,0.08405917477270974,-0.1775981217605319,0.6045082710055404,0.11363909742074402,-0.08260105366635062,3.9545990902286334,-7.585698734655399,-13.398161994888136,-0.467927455530706,-0.702836571191062,0.08699707340531049,-0.03102008817942803,40.17904264880987,2.367466402451818,0.0,952.4766572462887,0.8291053390847473,11.0,0.998432084708628,6.20119120933585,2,0.9558469884996054,2.0,False,False,False,7,False,29,1.0,True,GOOD,coverage and completeness requirements passed,,0.9558469884996054,True,GOOD,VV/VH and ROI coverage pass requirements
2020-03-01,-7.539353099719434,1.9558769038158323,-18.193901673007534,-1.054036976478602,9.158328326514658,17.730068443158228,20.639802816734434,60.79152710227866,54.90078095349507,-0.3403609649846846,0.0,6.0,44.15391072798665,3.757871513167237,747.9968838443242,11.599961073150272,0.8450725801127332,0.1261003797718443,0.08613038190556754,0.6531599645372806,0.1078022075139734,0.04865169353174026,4.4033962854951785,-7.694427795651533,-13.480846773718818,-0.1087290609961337,-0.0826847788306821,0.7910404684593271,1.1769956516202775,40.18075288960231,1.9740514447323507,0.0,864.5059396128405,0.4862664628318513,11.0,0.998432084708628,5.165010286492074,3,0.9558469884996054,3.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9558469884996054,True,GOOD,VV/VH and ROI coverage pass requirements
2020-04-01,-4.133733026494204,2.46140998126253,-15.878323402914818,-1.19250033773335,12.19989703531926,20.73120405699825,42.46095431597986,92.386079641808,92.38607964180802,0.9809950357067436,0.0,14.0,51.74767090968479,3.551677508961559,785.031110981703,63.670429842183495,0.8647589746022597,0.22262076952574594,0.01968639448952647,0.6756518141323509,0.19729434959145414,0.022491849595070224,4.505975635967548,-10.277600070977329,-16.995092140770044,-2.583172275325793,-3.5142453670512257,-0.81593785403469,-0.7086912563959125,40.182857164999234,3.40562007322523,0.0,827.2161283127224,2.2470862047381437,10.0,0.998432084708628,4.404751997391835,3,0.9558469884996054,3.0,False,False,False,7,False,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.9558469884996054,True,GOOD,VV/VH and ROI coverage pass requirements
2020-05-01,0.4289328300599448,6.612354239370543,-10.323536844273654,-0.8286784082746396,17.714572348156754,31.000869273929705,68.84129681515185,153.15492493237176,159.86140449536512,0.5147869460534905,34.285085393005374,27.0,81.91532966203039,3.3669375691337358,778.4828943736806,113.53771386433452,0.6888422286288433,0.08914790497221392,-0.17591674597341644,0.5742107992802501,0.1233255674586024,-0.10144101485210077,3.130263738092763,-10.067991351776415,-17.241979056745066,0.2096087192009097,-0.246886915975022,-0.26715799904146387,-0.17306441703658493,40.19828628935219,4.5626658565541485,34.285085393005374,862.9951135611792,0.9852899474839617,8.0,0.8707348653085883,3.2048161491164904,2,0.9558469884996054,2.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9558469884996054,True,GOOD,VV/VH and ROI coverage pass requirements
2020-06-01,4.907699159852935,9.35168680490366,-4.56693610259127,-0.6452051891161016,37.67268279214104,81.95882582179094,163.7571616228497,394.2883549515459,392.480467122429,1.611641930409406,147.23097479558805,5.0,82.7241376498524,3.1670745432017995,583.5090325784658,411.53981998552325,0.7397845168066933,0.1587113532909845,0.05094228817785007,0.5860901805193455,0.13911197757626714,0.011879381239095377,3.358298056143727,-10.628822887871255,-19.335288544967455,-0.5608315360948382,-2.093309488222392,-0.3292042738341596,-0.49606416021060795,40.19780615007264,4.4787663297929905,112.94588940258268,1126.0263136494314,1.9545696044911727,7.0,0.8698387839930063,2.378172717367473,3,0.9558469884996054,2.9998758145016367,False,False,False,7,False,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.9558469884996054,True,GOOD,VV/VH and ROI coverage pass requirements
2020-07-01,6.993670582530836,11.313802662472948,3.025539267725904,-0.1937808282861814,49.61112000775598,102.17220457424898,173.81225830426095,559.1875904889124,566.8512471992802,1.1248654695670943,216.80378805845592,0.0,58.28721167088436,2.9288077389539136,485.7336538402533,503.666541096738,0.7206627424979735,0.19215428475033847,-0.019121774308719863,0.5429991977249452,0.1534829772828628,-0.04309098279440027,2.46484933938766,-10.207315781391966,-19.30265385767548,0.4215071064792894,0.0326346872919778,-0.21009074293408503,-0.3317063505687088,40.19703133638954,2.0859714226779005,69.57281326286787,1523.9736138012968,1.098857312943983,8.0,0.6553647465823207,2.0516165074295025,3,0.9564523630239372,2.998420119217083,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9564523630239372,True,GOOD,VV/VH and ROI coverage pass requirements
2020-08-01,7.911289881791797,12.480642906366167,1.9626935342766108,0.9535701574007904,31.66053052885093,79.27065686194075,171.08900793157423,582.5096428169188,479.3278741944487,1.025080800786773,245.2499863355457,0.0,10.08995255766034,2.900889392142772,525.3911425580577,453.8043867704904,0.4995893074896088,0.02560541154876228,-0.22107343500836468,0.3730682763827411,0.028963301824104115,-0.1699309213422041,2.384452222638296,-10.06189802607262,-19.14197367129489,0.1454177553193467,0.160680186380592,-0.23907277309301378,-0.316353584020618,40.18756613954344,0.9176192992609611,28.446198277089792,1774.705445925551,1.0914047869056678,10.0,0.9145348453843556,3.078591791904048,3,0.9558469884996054,3.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9558469884996054,True,GOOD,VV/VH and ROI coverage pass requirements
2020-09-01,6.126354786631802,10.853499336430616,-1.7861664054596558,1.096217207572728,45.56120190714381,108.74010834430835,140.3360470575303,474.6094516856833,304.8741783312059,1.0318233477937355,183.7906435989541,2.0,43.50360115317603,2.915065583609297,465.2285532976172,261.3126500486741,0.5107372837406542,0.0569334073215525,0.01114797625104541,0.3814469552155643,0.050471205173603095,0.008378678832823228,1.948301973843801,-9.790482274918649,-18.328620821948565,0.2714157511539703,0.8133528493463231,0.15277298938201866,0.22336483923862716,40.18488152589773,-1.7849350951599945,-61.45934273659162,1813.3738073679242,1.0021567844272146,10.0,0.7309429395968349,2.3483116994660094,2,0.9558469884996054,2.0,False,False,False,7,False,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.9558469884996054,True,GOOD,VV/VH and ROI coverage pass requirements
2020-10-01,2.7312422784313357,9.09458740363234,-8.029925249329235,2.7216654830281444,3.4356003198208778,7.743010228292038,15.85625213535108,295.49751364918905,30.00004751511552,-0.8644008313572669,87.43696733439448,16.0,7.53412990949466,2.901667619597112,599.3462933603098,84.81699602126572,0.395553322603754,-0.09145835774783118,-0.11518396113690021,0.2520960452380574,-0.09596861858599803,-0.12935090997750692,2.061098741644525,-9.385994851025089,-16.677945579070276,0.4044874238935616,1.6506752428782896,-0.43638503554915076,-0.44875749467410486,40.18025717428617,-3.3951125082004667,-96.35367626455961,1571.367783777851,1.7248064097183398,12.0,0.998432084708628,7.534746996151444,3,0.9558469884996054,3.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9558469884996054,True,GOOD,VV/VH and ROI coverage pass requirements
2020-11-01,-4.079779763191516,5.100712148410033,-13.444239513979731,-0.0838555273050887,5.849509695333249,6.157309591718626,7.714223472745298,28.198630074152916,15.949272747939515,-0.7741941034823353,0.7055179473354614,17.0,13.39887285488412,2.910610351753399,512.4741931597466,35.13141033055496,0.432281707900897,-0.040425101092395443,0.03672838529714301,0.274069572948704,-0.05408400723316503,0.02197352771064659,2.252478321571376,-7.726618712007477,-13.632331330988835,1.6593761390176098,3.0456142480814403,0.09889495927574465,0.2902310752143258,40.18456390123374,-6.811022041622851,-86.73144938705902,1351.6118889591128,2.155131817653625,10.0,0.998432084708628,5.362864165201032,2,0.9558469884996054,2.0,False,False,False,7,False,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.9558469884996054,True,GOOD,VV/VH and ROI coverage pass requirements
2020-12-01,-5.7159270486347005,2.3094383749804366,-16.968338720333715,1.0227832822876526,5.296885415579539,7.441814295040414,8.385165364133332,21.47976027077913,13.480852362516982,-0.7664284832232452,0.0,11.0,10.593261046729651,2.91052677417537,479.51391780436313,21.889824134459552,0.3874803839469315,-0.1119466024519476,-0.044801323953965466,0.2402801323164143,-0.11447036634395799,-0.0337894406322897,2.0190333037980617,-7.289176927622976,-12.896622287544853,0.4374417843845011,0.7357090434439826,0.05814335525561187,0.17911743411777614,40.17765023828975,-1.6361472854431849,-0.7055179473354614,1162.3509579777628,0.4446127018504614,11.0,0.998432084708628,10.743919318605434,3,0.9558469884996054,3.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9558469884996054,True,GOOD,VV/VH and ROI coverage pass requirements
2021-01-01,-5.521887053869484,3.5105313574236154,-17.251844868133112,4.237923876905733,4.067626583859784,10.356868792912456,11.090172260774112,23.162952340111595,23.16406697003897,-0.753092681596602,0.0,13.0,19.15326625643525,2.918956261630547,501.3283966009852,15.394424664395364,0.41941250840791,-0.16135896684371143,0.031932124460978484,0.2907079649628102,-0.11480620940113184,0.050427832646395915,2.1854211402377257,-7.332730077559926,-13.06340803166313,-0.0435531499369501,-0.1667857441182771,-0.10323663603035449,-0.28105153177052955,40.179197627834085,0.19403999476521605,0.0,1011.1623812511374,0.31569647771123793,11.0,0.998432084708628,9.752070574291904,3,0.9558469884996054,3.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9558469884996054,True,GOOD,VV/VH and ROI coverage pass requirements
2021-02-01,-8.059790495318344,1.4942096664568532,-18.39088554194406,1.2338607215555846,14.749687553474455,16.063841175478835,19.5076422479686,40.423661379077096,40.20997973009523,-0.7693636378616173,0.0,7.0,27.72997235020729,2.955310596928696,556.6912928712175,17.389573130617674,0.5168793542537029,-0.15800366918075304,0.0974668458457929,0.3568293316027331,-0.13403984198206326,0.06612136663992291,2.6932889341484474,-7.841795557950615,-13.795493290073289,-0.5090654803906887,-0.7320852584101587,-0.16909974988990584,-0.42835138336458023,40.1796252596839,-2.5379034414488597,0.0,899.6980037935621,0.7301335223840886,10.0,0.998432084708628,5.523822469439721,2,0.9558469884996054,2.0,False,False,False,7,False,28,1.0,True,GOOD,coverage and completeness requirements passed,,0.9558469884996054,True,GOOD,VV/VH and ROI coverage pass requirements
2021-03-01,-4.826938850270778,2.3428784783166936,-13.92548860983474,1.658377272970054,12.233960760712602,34.19358698224427,37.6476196246311,73.64871442198809,75.60997285737,0.3848721169707546,0.0,11.0,55.32135412144167,2.9307219284263257,724.3857344877694,15.67353883903686,0.4820956611360099,-0.23687653920487906,-0.034783693117693026,0.3117878583639601,-0.23356989865934713,-0.045041473238773,2.5120425078949524,-8.297250136559343,-14.749729260401228,-0.4554545786087285,-0.9542359703279396,0.1882181275515169,-0.09188683506213202,40.17877747021568,3.2328516450475657,0.0,840.3532760818978,0.595445416037274,12.0,0.998432084708628,5.908832909165792,2,0.9558469884996054,2.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9558469884996054,True,GOOD,VV/VH and ROI coverage pass requirements
2021-04-01,-4.147662381911816,2.7386670858234416,-15.621260924476855,-1.2064296931509622,15.382807672988523,27.35015643229753,43.92214749846725,92.56971065020574,65.62662179366474,-0.0981341006683835,0.0,22.0,49.77844353767871,3.0068529084137245,819.2696388339198,18.52419567645057,0.7398117345347193,0.09767352945820551,0.2577160733987094,0.5550384303929549,0.07668096585205814,0.24325057202899475,3.854916513066074,-9.262735923989732,-15.95381512520636,-0.9654857874303886,-1.2040858648051316,0.19892629295290654,0.3325857591677721,40.19539884359367,0.679276468358962,0.0,779.9269064632779,1.6519690263514257,11.0,0.998432084708628,4.474957999355879,3,0.9558469884996054,3.0,False,False,False,7,False,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.9558469884996054,True,GOOD,VV/VH and ROI coverage pass requirements
2021-05-01,1.5357264168892175,6.730196170686104,-6.848233462822911,0.2781151785546333,60.19759255760913,110.54722700881308,134.30111479386946,262.8513790646572,265.4614723002912,2.604609453135292,58.85420418680528,20.0,140.43855037275418,3.030617808831637,692.3946383525687,100.51185783473308,0.675027582013521,0.07533325835689164,-0.06478415252119829,0.557005416482767,0.10612018466111933,0.0019669860898121616,3.348001530553008,-9.136522818711104,-16.18523847053794,0.1262131052786284,-0.2314233453315797,0.6643105340238478,0.8836761691705419,40.196749340385374,5.683388798801034,58.85420418680528,928.3993427940773,1.0657324083619817,5.0,0.9503616361378996,2.236068555936024,3,0.9558469884996054,3.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9558469884996054,True,GOOD,VV/VH and ROI coverage pass requirements
2021-06-01,5.5744204045050685,11.155551473898107,-2.368718408615444,0.0215160555360328,36.23035145542307,78.03695425730709,145.54347967366326,390.7279290684224,359.95558236115096,1.1554764888659128,167.23261213515207,8.0,38.53590597374329,2.9279997168587264,595.343887179451,247.15355974553256,0.7029693542468766,0.12189619073116775,0.02794177223335559,0.5703008176575164,0.12332261471443806,0.013295401174749366,2.9945670845042502,-10.309469471673635,-18.99519098544899,-1.1729466529625334,-2.80995251491105,-0.0098508576365397,-0.15596660069214252,40.186673166488816,4.038693987615851,108.37840794834679,1149.0950237361167,2.12467980964994,11.0,0.8162485476391841,2.7337744680466,2,0.9558469884996054,2.0,False,False,False,7,False,30,1.0,True,GOOD,coverage and completeness requirements passed,,0.9558469884996054,True,GOOD,VV/VH and ROI coverage pass requirements
2021-07-01,7.319666086877736,12.163929547733384,1.095878333696446,0.1322146760607185,85.95782063801805,154.08643377249052,205.1749371467219,594.0022610587345,575.2767061171627,1.2341813929889298,226.90964869320985,0.0,54.75130400579111,2.9153486822232977,478.3816090239269,519.0029502659512,0.8128827645752196,0.2843743068275846,0.10991341032834301,0.6336212795080354,0.24410505906595298,0.06332046185051898,2.2195410150961474,-10.100607108106232,-19.2439398069481,0.2088623635674036,-0.2487488214991096,-0.10338206964835095,-0.2729922998413272,40.19501509131957,1.7452456823726674,59.67703655805778,1552.0074762928618,1.0642719254229889,7.0,0.5231907135696326,1.6123709365168992,3,0.9558469884996054,3.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9558469884996054,True,GOOD,VV/VH and ROI coverage pass requirements
2021-08-01,7.29763928085096,11.649796193691332,3.822523602694401,0.3399195564599523,55.09288465627246,102.95737114111986,152.8534847885131,530.3730418106564,519.2360056521662,1.6383330799370617,226.22681770637973,0.0,24.78439100139121,2.903768105475253,429.0865833082337,465.98494727161886,0.6400606260787736,0.16607673013792706,-0.172822138496446,0.4956346055064474,0.1515296309478104,-0.13798667400158798,1.9059769667625277,-9.65639579359693,-18.780176053324304,0.4442113145093032,0.4637637536237946,0.16642945938267673,0.04544403394996621,40.19474084345902,-0.022026806026776313,-0.6828309868301119,1838.4423605010988,0.8452247666199167,10.0,0.5705862520978785,1.8278954645877077,2,0.9558469884996054,2.0,False,False,False,7,False,31,1.0,True,GOOD,coverage and completeness requirements passed,,0.9558469884996054,True,GOOD,VV/VH and ROI coverage pass requirements
